volume_dentate_left
10459.921
12410.475
10586.68
11032.409
10762.778
13137.714
10897.262
9369.7322
11378.282
11582.646
9405.760899999999
10811.632
11334.374
8548.3346
9375.327499999999
13280.539
11020.655
13137.044
10552.473
12690.478
9601.9048
11399.686
11814.921
11612.383
10648.961
11981.994
10846.393
11973.637
9499.7235
9638.5576
8953.5542
10376.62
11065.286
11464.52
10453.768
9725.0293
11848.952
11616.16
11259.042
11234.02
11053.554
11673.518
10398.535
10196.952
10831.761
11714.184
10531.912
11133.154
10689.737
10714.426
13605.408
9408.4701
12567.928
11201.759
11841.703
12261.851
11444.14
9366.9529
11223.541
9775.2394
10144.617
12179.659
11676.386
11758.168
13561.117
10927.325
10752.318
10282.428
9383.9758
12066.028
11055.366
11892.491
9106.412
9052.5681
10631.843
12174.315
12250.273
13083.292
11508.793
10333.945
10296.286
11124.124
12427.667
12054.409
10623.518
9237.6922
10775.944
11197.515
13283.346
11123.758
12023.38
11614.022
9116.3434
10268.165
11428.055
9985.641799999999
10417.03
8751.196
12069.277
10653.738
