eddy_rms_last
0.49979864
0.43765673
0.54593471
0.73452107
0.45852101
0.54912406
0.50012239
0.47098956
0.48869701
0.59214029
0.5116406999999999
0.60517656
0.54423724
0.43297675
0.39399237
0.65382444
0.66511886
0.45251614
0.59524248
0.85144848
0.45291743
0.55153241
0.49614831
0.53735184
0.37930199
0.47460679
0.57916836
0.48001388
0.70432525
0.62570026
0.43331177
0.51094764
0.58777872
0.37458591
0.74012727
0.48255439
0.439059
0.48464037
0.55102733
0.60214738
0.65033011
0.65380192
0.75918124
0.46937898
0.49550881
0.61543812
0.47448863
0.5626299
0.86843012
0.63933361
0.5521899
0.45121503
0.51569465
0.53848155
0.62208591
0.65624956
0.6543510299999999
0.62179096
0.60837464
0.58886757
0.37049345
0.5134819
0.61406408
0.51048458
0.45600461
0.47267425
0.59501844
0.33916873
0.5084606699999999
0.47624626
0.38810582
0.62858808
0.40034446
0.4246322
0.43014745
0.51310891
0.39663077
0.56813209
0.47862081
0.42609148
0.53240343
0.62591318
0.58413055
0.52940528
0.4604838
0.48357488
0.39860874
0.51942701
0.59136792
0.59296629
0.42844666
0.49530564
0.52833191
0.48509931
0.52085203
0.49645228
0.54215663
0.53185324
0.59291476
0.43548791
