volume_dentate_right
10345.811
12307.052
10363.137
10849.305
10586.951
13115.118
10327.532
9284.5805
10635.373
11349.211
9197.238799999999
10596.808
11199.862
8271.552100000001
9121.1679
13163.246
10308.936
12990.366
10227.881
12535.378
9368.1459
11004.821
11445.776
11286.461
10378.969
11740.274
10514.976
11881.426
9262.9987
9648.062
8894.482400000001
10148.215
10800.364
11484.737
10249.91
9907.774100000001
11348.064
12031.166
10963.203
11057.43
10788.947
11413.505
10613.942
9877.1976
10318.608
11123.959
10219.085
10971.482
10323.339
10818.525
13189.846
9334.548500000001
11834.375
11153.642
11593.075
12116.551
11139.937
9291.603499999999
11052.466
9455.402599999999
9950.4167
12064.726
11260.171
11658.68
13102.633
11024.168
10500.37
9955.521000000001
9104.6201
11813.246
10705.137
11649.859
8988.239100000001
9193.459999999999
10597.229
12061.124
11973.413
12663.529
10999.111
10549.532
9521.6185
10868.664
12579.882
11690.376
10421.894
9163.581899999999
10561.186
10858.959
12850.486
10597.218
11735.017
11316.73
9079.231299999999
10093.793
10738.612
9667.6355
10260.437
8842.0718
11647.105
10328.768
